Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1999-11-26,13.4161,13.5347,12.9302,13.3511,18045769.546939
1999-11-29,13.2896,13.3511,13.0506,13.113,6258259.67771
1999-11-30,13.2333,13.4706,13.2333,13.3511,3740809.3890861
1999-12-01,13.4706,13.7729,13.3511,13.7729,3502573.8213901
1999-12-02,13.8994,14.3203,13.8353,14.0189,3760072.8526114
1999-12-03,14.0189,14.2571,13.8994,14.1991,2683381.0087344
1999-12-06,14.3203,14.8036,14.3203,14.7413,3419840.0507971
1999-12-07,14.6841,14.7413,14.5014,14.5014,2761144.9946511
1999-12-08,14.5014,14.8599,14.5014,14.6208,4332871.5479159
1999-12-09,14.6208,14.6208,14.2571,14.5014,2860334.7044286
1999-12-10,14.6208,14.6208,14.3757,14.4381,2131624.520589
1999-12-13,14.3757,14.5014,14.2571,14.3203,1795085.769853
1999-12-14,14.5014,14.7413,14.5014,14.7413,3597322.9312576
1999-12-15,14.6841,14.6841,14.5014,14.5593,1491725.1969168
1999-12-16,14.5014,14.5014,14.3203,14.3757,1667725.2219999
1999-12-17,14.3757,14.5014,14.3203,14.3203,1534998.8544197
1999-12-20,14.5014,14.6841,14.4381,14.6841,2772829.1666848
1999-12-21,14.5593,14.9855,14.5593,14.7413,1811088.7723988
1999-12-22,15.1068,15.5892,15.1068,15.4635,3259137.4485714
1999-12-23,15.5277,15.7087,15.4082,15.4635,1487250.4560542
1999-12-27,15.5277,15.8914,15.5277,15.5892,1752671.3263256
1999-12-28,15.5277,15.5277,15.163,15.2245,1275709.6992469
1999-12-29,15.2245,15.7728,15.2245,15.7728,2289808.6585398
2000-01-03,16.0742,16.3124,15.8291,16.1305,1828609.9093065
2000-01-04,15.7087,15.7087,15.3441,15.4635,2244492.2340359
2000-01-05,14.924,15.4082,14.924,15.2878,3094218.4386916
2000-01-06,15.3441,15.6463,15.163,15.5892,1870278.9420341
2000-01-07,15.8291,16.4952,15.8291,16.3124,4765514.8043403
2000-01-10,16.3766,17.1595,16.3766,16.4952,5022571.1412088
2000-01-11,16.2491,16.3766,15.8914,16.1928,1917558.4713163
2000-01-12,15.8291,16.1305,15.8291,16.1305,1555176.1574446
2000-01-13,16.1928,16.7333,16.1928,16.6146,2437064.2775425
2000-01-14,16.6146,16.8598,16.3124,16.4952,4579584.3141587
2000-01-17,16.3124,16.4952,16.3124,16.3766,2013356.8464624
2000-01-18,16.431,16.4952,15.8914,16.011,1418371.0840527
2000-01-19,15.7728,16.1305,15.7728,16.0742,1762149.9928171
2000-01-20,16.1305,16.3766,15.9477,16.3124,2463017.0917267
2000-01-21,16.1928,16.4952,16.1928,16.431,1790540.4710216
2000-01-24,16.1928,16.1928,15.7087,15.9477,1348123.797881
2000-01-25,15.5277,15.5277,14.8036,15.3441,2199765.3099813
2000-01-26,15.3441,15.4635,15.163,15.3441,1583533.6327282
2000-01-27,15.2245,15.5892,15.2245,15.5892,1134412.814516
2000-01-28,15.6463,15.9477,15.2245,15.4082,1189151.0039237
2000-01-31,15.2878,15.2878,15.1068,15.163,1025368.8877676
2000-02-01,15.4635,15.7728,14.924,14.9855,1633430.635048
2000-02-02,15.0435,15.163,14.8599,15.1068,1852768.0474122
2000-02-03,15.2245,15.7728,15.2245,15.6463,2129807.0838755
2000-02-04,15.8291,16.011,15.3441,15.4635,1639376.8509705
2000-02-07,15.4082,15.5277,15.163,15.2878,1416359.0439089
2000-02-08,15.2878,15.2878,14.9855,15.1068,2039489.4696639
2000-02-09,15.2245,15.2878,14.7413,14.8036,3535823.6951905
2000-02-10,14.7413,14.8036,14.5014,14.6841,1623194.0394073
2000-02-11,14.5014,14.5014,13.9557,14.0743,3920041.4243548
2000-02-14,13.7729,14.6208,13.7729,14.5014,2939926.3693446
2000-02-15,15.1068,15.1068,14.5593,14.6208,2955026.9127083
2000-02-16,14.8036,14.8036,14.0743,14.2571,2045324.1584743
2000-02-17,14.2571,14.8036,14.0743,14.8036,1906208.8806187
2000-02-18,14.6841,15.163,14.6841,14.924,3469164.6231439
2000-02-21,14.1991,14.6841,14.1991,14.6208,1251268.1912341
2000-02-22,14.6208,14.9855,14.3203,14.3203,1323842.7523457
2000-02-23,14.3757,14.5593,13.9557,14.1991,2006533.2080564
2000-02-24,14.0743,14.3203,13.7729,13.8994,2303931.6326255
2000-02-25,13.8994,13.8994,13.5347,13.7167,1395875.6103417
2000-02-28,13.2333,13.7167,13.113,13.4706,2230451.1982365
2000-02-29,13.7167,13.7167,13.4161,13.5347,988582.01127112
2000-03-01,13.5901,13.7167,13.4161,13.5901,1487791.0211381
2000-03-02,13.5901,14.1367,13.5901,14.0189,1613365.9971668
2000-03-03,14.0743,14.3203,14.0189,14.3203,1178778.9825041
2000-03-06,14.5014,14.6208,14.1367,14.1991,1096152.1868961
2000-03-07,14.1991,14.1991,13.8994,14.0743,924475.54445214
2000-03-08,13.5901,13.9557,13.5901,13.8353,1078768.7518309
2000-03-09,14.0189,14.0189,13.5901,13.5901,940969.03868458
2000-03-10,14.1367,14.1367,13.7167,13.7729,946952.80965499
2000-03-13,13.7167,13.8353,13.2333,13.4161,1817379.8119432
2000-03-14,13.5901,14.0189,13.4161,14.0189,3889945.0365489
2000-03-15,13.7729,13.8353,13.5347,13.5901,1321065.9548623
2000-03-16,14.0743,14.0743,13.7167,13.8994,1755280.833141
2000-03-17,14.1991,14.1991,14.0189,14.0743,2353830.9110089
2000-03-20,14.0743,14.0743,13.8994,13.9557,936050.46543731
2000-03-21,13.8994,14.0189,13.7167,13.8353,733174.68241636
2000-03-22,14.1991,14.6841,14.1991,14.5014,2632751.113964
2000-03-23,14.5014,14.7413,14.5014,14.6208,2190744.1322554
2000-03-24,14.7413,14.8036,14.5593,14.6841,2026381.619904
2000-03-27,14.6841,14.6841,14.3757,14.3757,861078.07141683
2000-03-28,14.5014,14.5014,14.3203,14.5014,1373867.2142221
2000-03-29,14.5014,14.5014,14.2571,14.3757,1168987.3572798
2000-03-30,14.4381,14.4381,13.9557,14.0743,628702.22922985
2000-03-31,13.8994,14.0743,13.8994,14.0743,677440.71522258
2000-04-03,14.1367,14.1367,13.6543,13.6543,690012.55202557
2000-04-04,13.6543,13.7167,13.4706,13.5901,1158577.7808122
2000-04-05,13.6543,13.6543,13.2333,13.4161,1399435.3736729
2000-04-06,13.4706,13.6543,13.4161,13.5901,757015.3096623
2000-04-07,13.7167,13.7167,13.3511,13.5901,942659.01584149
2000-04-10,13.7729,13.9557,13.7729,13.9557,866991.2844184
2000-04-11,13.8994,13.8994,13.7167,13.8353,617014.64310088
2000-04-12,13.9557,14.1991,13.8353,14.1367,878779.01734186
2000-04-13,14.0189,14.1991,14.0189,14.1367,662061.35407878
2000-04-14,14.1991,14.2571,14.0189,14.0743,898555.73318891
2000-04-17,13.2333,13.4706,13.0506,13.3511,1708499.7617677
2000-04-18,13.7167,13.7167,13.2896,13.4161,949712.53666207
2000-04-19,13.6543,13.6543,13.2896,13.2896,1224610.9353933
2000-04-20,13.2896,13.5347,13.2896,13.4706,733689.07276985
2000-04-25,13.5347,13.5901,13.2896,13.5901,611946.98769365
2000-04-26,13.5901,13.6543,13.4161,13.4161,511664.76743088
2000-04-27,13.2896,13.5347,13.2896,13.4161,794568.08153024
2000-04-28,13.4706,13.5901,13.2896,13.5347,352151.40838968
2000-05-04,13.3511,13.5347,13.2896,13.2896,320499.33117401
2000-05-05,13.2333,13.3511,13.2333,13.2896,250491.03167101
2000-05-08,13.2896,13.2896,13.113,13.2333,228431.42412243
2000-05-09,13.2333,13.4161,13.1683,13.2896,538869.41654607
2000-05-10,13.2896,13.4706,13.2896,13.4706,424513.15756305
2000-05-11,13.2896,13.7167,13.2896,13.6543,744306.90904865
2000-05-12,13.5347,13.5347,13.3511,13.4161,453993.87018924
2000-05-15,13.2896,13.2896,13.1683,13.2896,351234.15479475
2000-05-16,13.4161,13.7167,13.2896,13.5901,656902.6561311
2000-05-17,13.4706,13.5347,13.2896,13.5347,535600.98934428
2000-05-18,13.4706,13.4706,13.1683,13.2333,850495.51412245
2000-05-19,13.2333,13.2333,13.0506,13.0506,939735.41226162
2000-05-22,12.9874,13.113,12.8116,12.8116,389718.97467044
2000-05-23,12.8116,12.8116,12.3836,12.5655,874884.67267454
2000-05-24,12.1438,12.3836,12.1438,12.2641,1019751.5630225
2000-05-25,12.3836,12.504,12.1438,12.504,902368.13956983
2000-05-26,12.2018,12.3836,12.2018,12.2641,1053482.8242554
2000-05-29,12.2018,12.504,12.2018,12.3836,566591.87011001
2000-05-30,12.504,12.6868,12.4469,12.5655,357355.62760758
2000-05-31,12.8116,12.8116,12.504,12.5655,756561.23499186
2000-06-01,12.6868,12.8678,12.628,12.7492,521845.59951557
2000-06-02,12.8116,12.9302,12.5655,12.8116,481430.67778255
2000-06-05,12.9302,13.5347,12.8116,13.5347,957810.7706342
2000-06-06,13.2896,13.2896,12.8116,12.8116,548634.86704
2000-06-07,12.9874,13.4161,12.9302,13.2896,866097.92949034
2000-06-08,13.4161,13.4161,13.113,13.113,851636.95997322
2000-06-09,13.1683,13.2333,13.0506,13.113,652731.7697472
2000-06-12,13.113,13.113,12.8678,12.9874,315932.40973919
2000-06-13,12.9874,13.1683,12.9302,13.113,564295.32202742
2000-06-14,13.5901,13.7167,13.2333,13.4706,2324607.3935594
2000-06-15,13.4706,13.4706,13.2896,13.3511,722019.69514897
2000-06-16,13.2896,13.2896,13.0506,13.113,789856.63006247
2000-06-19,13.0506,13.1683,12.9302,13.113,844779.18061458
2000-06-20,13.2333,13.3511,13.1683,13.2896,682178.34142072
2000-06-21,13.2896,13.2896,13.113,13.1683,386414.13045248
2000-06-23,12.9874,13.2333,12.9874,13.2333,620489.05405042
2000-06-26,12.9874,13.0506,12.7492,12.9302,813250.0108285
2000-06-27,12.9302,12.9302,12.7492,12.7492,778320.40215699
2000-06-28,12.8678,12.8678,12.6868,12.7492,677260.90620521
2000-06-29,12.8116,13.0506,12.6868,12.7492,2108101.4042029
2000-06-30,12.6868,12.8678,12.4469,12.504,1372355.9080508
2000-07-03,12.6868,12.6868,12.504,12.5655,1669964.8684948
2000-07-04,12.628,12.628,12.504,12.5655,2155316.065675
2000-07-05,12.5655,12.7492,12.5655,12.6868,1927990.8084189
2000-07-06,12.504,12.5655,12.4469,12.504,1440485.3171255
2000-07-07,12.3836,12.5655,12.3836,12.504,4030175.585525
2000-07-10,12.5655,12.5655,12.3836,12.4469,2402299.6834756
2000-07-11,12.4469,12.4469,12.1438,12.2018,2422763.7705029
2000-07-12,12.2018,12.3836,12.2018,12.3266,1853066.2117322
2000-07-13,12.3836,12.7492,12.3836,12.5655,2400531.1821275
2000-07-14,12.5655,12.6868,12.504,12.5655,1886538.0017249
2000-07-17,12.6868,12.8116,12.628,12.8116,2893534.5048317
2000-07-18,12.9874,13.2896,12.9874,13.1683,2483326.4064353
2000-07-19,13.1683,13.4161,13.1683,13.2333,1304566.7704711
2000-07-20,13.1683,13.1683,12.9302,13.0506,1567223.3616084
2000-07-21,13.0506,13.1683,13.0506,13.0506,693449.40792718
2000-07-24,12.9874,13.113,12.9874,13.0506,719651.45106577
2000-07-25,12.9874,13.1683,12.9874,13.1683,1443067.5111787
2000-07-26,13.2333,13.2333,13.0506,13.113,1129835.6507953
2000-07-27,12.9874,12.9874,12.7492,12.8116,1300053.3365288
2000-07-28,12.7492,12.9302,12.6868,12.7492,879658.71588886
2000-07-31,12.5655,12.628,12.3836,12.5655,1555358.2425255
2000-08-01,12.504,12.504,12.2018,12.2641,936268.96753437
2000-08-02,12.3836,12.5655,12.3836,12.504,1061942.9523258
2000-08-03,12.5655,12.628,12.3836,12.504,936812.9467135
2000-08-04,12.504,12.628,12.4469,12.504,411118.52380084
2000-08-07,12.504,12.504,12.3266,12.3836,400531.41437943
2000-08-08,12.3836,12.4469,12.3266,12.3836,787878.73087142
2000-08-09,12.3836,12.5655,12.3836,12.4469,597299.38096863
2000-08-10,12.4469,12.4469,12.3266,12.4469,658153.35303039
2000-08-11,12.3836,12.3836,12.2641,12.2641,516483.19388366
2000-08-14,12.2641,12.3266,12.2018,12.2641,345753.39386027
2000-08-16,12.3836,12.4469,12.3266,12.3836,790133.17177906
2000-08-17,12.2641,12.2641,12.0822,12.1438,744708.63425834
2000-08-18,12.1438,12.1438,11.5981,11.9311,1060458.9589166
2000-08-21,11.7247,11.8995,11.7247,11.8433,1076506.3447009
2000-08-22,11.8433,11.8995,11.8433,11.8749,604861.60198391
2000-08-23,11.8433,11.9636,11.8433,11.8995,787685.26547298
2000-08-24,11.9311,12.2018,11.9311,12.1438,1125689.8011101
2000-08-25,12.2018,12.6868,12.2018,12.628,1502118.8409398
2000-08-28,12.3836,12.3836,12.1438,12.2018,483226.49189273
2000-08-29,12.1438,12.1438,12.0261,12.1438,581180.29918375
2000-08-30,12.0822,12.5655,12.0822,12.2641,1372603.9989735
2000-08-31,12.2641,12.4469,12.2641,12.2641,619280.46432608
2000-09-01,12.3266,12.3836,12.1438,12.3266,1472410.5219625
2000-09-04,12.3836,12.4469,12.3266,12.3266,1096401.4158506
2000-09-05,12.4469,12.6868,12.3836,12.504,2710134.9972744
2000-09-06,12.4469,12.504,12.3266,12.4469,847752.8575917
2000-09-07,12.3836,12.3836,12.2018,12.2641,632246.06011647
2000-09-08,12.2018,12.2018,12.0507,12.1438,596787.26667865
2000-09-11,11.9636,12.0507,11.8995,11.9636,496363.9304782
2000-09-12,11.8995,12.3266,11.8995,12.2018,1010494.8127232
2000-09-13,12.1438,12.3836,12.0507,12.0822,1245307.1808988
2000-09-14,12.1438,12.3266,11.9944,12.3266,760100.51375146
2000-09-15,12.1438,12.2018,12.0822,12.1438,565770.21118254
2000-09-18,12.0261,12.2018,12.0261,12.1438,582069.10198479
2000-09-19,12.0261,12.0261,11.8433,11.8749,1343528.4256523
2000-09-20,11.8995,11.8995,11.7247,11.8749,700621.28405033
2000-09-21,11.78,11.78,11.3583,11.4153,1901313.0680065
2000-09-22,11.0569,11.2396,10.9936,11.0569,1027565.2890557
2000-09-25,11.2396,11.2958,11.0884,11.1447,511049.09225115
2000-09-26,11.0569,11.0569,10.8125,10.8125,872442.45652724
2000-09-27,10.693,10.8125,10.5735,10.6605,1141551.6877182
2000-09-28,10.6359,10.6605,10.3591,10.6359,981641.15559434
2000-09-29,10.8749,10.9628,10.787,10.8749,1742102.4254123
2000-10-02,10.8749,10.8749,10.693,10.7238,442042.26069299
2000-10-03,10.6042,10.6605,10.4215,10.6605,482734.86217435
2000-10-04,10.5102,10.5735,10.4215,10.4549,423814.40606518
2000-10-05,10.5735,10.7238,10.5735,10.6605,803800.9331626
2000-10-06,10.693,10.7238,10.6359,10.6359,653740.06588257
2000-10-09,10.6042,10.6042,10.3591,10.3591,701543.08977228
2000-10-10,10.4215,10.4215,10.2387,10.3028,651875.96986706
2000-10-11,10.0885,10.0885,9.70013,10.0261,1221902.4198152
2000-10-12,9.96985,10.2088,9.96985,9.96985,1182542.4535195
2000-10-13,9.6061,9.6061,9.2721,9.45407,1829527.1629014
2000-10-16,9.96985,10.0577,9.72554,9.93734,1047057.4969639
2000-10-17,9.96985,10.4215,9.96985,10.2387,1943265.4706412
2000-10-18,10.0885,10.3028,9.66937,10.0261,3380823.7700916
2000-10-19,10.4215,10.787,10.4215,10.5735,1207699.7835065
2000-10-20,10.7563,10.8433,10.6605,10.8125,1226608.1811242
2000-10-23,10.8125,10.8433,10.6605,10.7563,1645278.6836545
2000-10-24,10.8749,11.0884,10.8749,10.9066,1267660.4006403
2000-10-25,11.1772,11.2958,10.9381,10.9936,1933528.4709412
2000-10-26,10.9936,11.0261,10.7563,10.8125,803450.4193819
2000-10-27,10.8125,10.9066,10.693,10.8125,529855.06701077
2000-10-30,10.7563,10.7563,10.5419,10.6605,501828.75896811
2000-10-31,10.7563,11.0261,10.7238,10.9628,688691.29715744
2000-11-02,11.1772,11.3583,11.113,11.3583,1878331.654736
2000-11-03,11.5427,11.6605,11.4153,11.4153,1770053.6233591
2000-11-06,11.5427,11.8749,11.5427,11.8433,1685153.0403036
2000-11-07,11.8995,12.0507,11.7247,11.8995,2236592.0175892
2000-11-08,11.9636,12.0261,11.8125,11.8433,800106.88208425
2000-11-09,11.7493,11.7493,11.3583,11.4777,1629481.6648564
2000-11-10,11.4777,11.4777,11.2396,11.2958,999171.39675604
2000-11-13,11.0569,11.1772,11.0261,11.1772,1812270.0493611
2000-11-14,11.4153,11.5427,11.3292,11.5102,982839.50303288
2000-11-15,11.5427,11.6605,11.3898,11.5981,917970.55493771
2000-11-16,11.4777,11.78,11.4777,11.78,742498.57658916
2000-11-17,11.5981,12.0261,11.5981,12.0261,1395888.128691
2000-11-20,12.0822,12.4469,11.9944,12.1438,1888545.4897416
2000-11-21,12.1438,12.3836,12.1438,12.2641,1311687.4351652
2000-11-22,12.0822,12.2018,11.9944,12.1438,777158.47173462
2000-11-23,12.1438,12.2641,11.9944,12.0261,923977.08654323
2000-11-24,12.0822,12.4469,12.0507,12.3836,1510210.2467214
2000-11-27,12.6868,12.7492,12.3836,12.3836,1596219.2727067
2000-11-28,12.2641,12.3836,12.0822,12.1438,1442302.753839
2000-11-29,11.9311,12.2018,11.9311,12.0261,1787277.7339786
2000-11-30,12.1438,12.2641,11.9944,11.9944,1238862.5070674
2000-12-01,12.1438,12.3266,12.0822,12.2018,811289.18211378
2000-12-04,12.2641,12.504,12.0507,12.1438,1178338.5642147
2000-12-05,12.3836,12.628,12.3266,12.628,1466521.2076278
2000-12-06,12.7492,12.9874,12.628,12.8678,2702866.388452
2000-12-07,12.6868,12.9302,12.6868,12.7492,1429128.8982374
2000-12-08,12.8678,12.9302,12.8116,12.8116,1356828.6027788
2000-12-11,12.7492,12.9302,12.628,12.6868,966588.40956436
2000-12-12,12.628,12.9302,12.628,12.9302,1292619.7131018
2000-12-13,12.9302,13.113,12.8116,13.113,2737889.3157275
2000-12-14,12.9874,13.3511,12.9874,13.2333,2455598.2627126
2000-12-15,13.1683,13.2896,12.9874,12.9874,1337002.9515663
2000-12-18,12.9874,12.9874,12.7492,12.8116,983753.34253254
2000-12-19,12.8678,13.113,12.8116,13.0506,1651912.2707573
2000-12-20,12.8678,12.9874,12.5655,12.6868,1392367.0584395
2000-12-21,12.628,13.113,12.628,12.9874,2441691.5146604
2000-12-22,13.2896,13.6543,13.2333,13.5901,3302617.089822
2000-12-27,13.7729,13.8353,13.5347,13.5901,1412738.9648947
2000-12-28,13.4706,13.5901,13.2896,13.3511,815734.33415075
2000-12-29,13.2896,13.8994,13.2896,13.5901,3203309.0247419
2001-01-02,13.4706,13.7167,13.3511,13.6543,645795.46619744
2001-01-03,13.5347,13.7167,13.2896,13.4706,1311557.6995451
2001-01-04,13.7167,13.7729,13.2896,13.3511,1312653.6241256
2001-01-05,13.4161,13.4706,13.113,13.113,1430557.1280905
2001-01-08,13.0506,13.1683,12.628,12.628,1635947.9612911
2001-01-09,12.8116,12.8678,12.504,12.8678,2089244.2180143
2001-01-10,12.6868,12.9302,12.628,12.6868,1557002.6984122
2001-01-11,12.6868,12.8116,12.504,12.504,1279927.2449328
2001-01-12,12.628,12.8116,12.504,12.628,741437.93099304
2001-01-15,12.6868,12.8678,12.628,12.8116,1401812.7220102
2001-01-16,12.7492,12.9302,12.5655,12.8678,1102266.8315184
2001-01-17,12.8678,13.113,12.8116,13.0506,1827080.3946271
2001-01-18,12.9302,13.2333,12.9302,13.1683,1476739.5947604
2001-01-19,13.2333,13.3511,13.1683,13.2896,1892212.2280578
2001-01-22,13.1683,13.2896,12.9874,12.9874,1038640.6141002
2001-01-23,12.9874,13.113,12.8678,13.0506,835126.39526445
2001-01-24,13.1683,13.1683,12.9874,12.9874,818842.29887502
2001-01-25,12.9874,13.2896,12.8678,13.1683,1179447.0071445
2001-01-26,12.9874,13.4161,12.9302,13.2333,1562090.8383911
2001-01-29,13.113,13.4706,13.113,13.2896,1108419.0311886
2001-01-30,13.4161,13.4706,13.1683,13.2333,725035.47930104
2001-01-31,13.2333,13.2896,13.113,13.1683,673627.17080991
2001-02-01,13.1683,13.2333,13.0506,13.2333,1047022.2179795
2001-02-02,13.2896,13.2896,13.113,13.113,1104239.0405507
2001-02-05,13.113,13.113,12.6868,12.7492,1442048.9727576
2001-02-06,12.7492,12.9302,12.504,12.7492,1649267.4849575
2001-02-07,12.628,12.7492,12.2641,12.4469,1778656.0053989
2001-02-08,12.3836,12.6868,12.3836,12.628,1113090.6515449
2001-02-09,12.628,12.6868,12.3266,12.3836,705266.72967627
2001-02-12,12.2641,12.4469,12.2018,12.3836,579409.52177219
2001-02-13,12.3836,12.5655,12.3836,12.5655,350115.4695791
2001-02-14,12.3836,12.4469,12.1438,12.2641,901589.72584907
2001-02-15,12.1438,12.1438,11.78,11.9311,1439459.9505138
2001-02-16,11.9311,11.9311,11.3898,11.4153,1457007.2621518
2001-02-19,11.4777,11.7247,11.4153,11.5427,1472492.4602489
2001-02-20,11.6306,11.7493,11.4153,11.4153,1272327.4688696
2001-02-21,11.2396,11.5427,11.0569,11.208,1537279.4700577
2001-02-22,11.2396,11.4153,10.9628,10.9628,1210102.1685424
2001-02-23,11.0569,11.2651,10.9381,10.9936,1431216.048477
2001-02-26,11.1447,11.208,11.0884,11.0884,533806.31326586
2001-02-27,11.113,11.113,10.693,10.7563,635801.27132065
2001-02-28,10.5735,10.8433,10.4856,10.787,920808.80613592
2001-03-01,10.5735,10.6359,10.3283,10.4215,1146738.8364598
2001-03-02,10.3916,10.6605,10.3916,10.5735,1528200.2527123
2001-03-05,10.6042,10.9381,10.6042,10.9381,1371592.2887429
2001-03-06,11.113,11.2396,11.0569,11.208,1346090.1351339
2001-03-07,11.1772,11.3583,11.0884,11.2958,976197.94970779
2001-03-08,11.3583,11.3898,10.9936,10.9936,531685.02207361
2001-03-09,10.9936,10.9936,10.6359,10.6605,927724.62511409
2001-03-12,10.5735,10.6359,10.2387,10.3283,1236346.318856
2001-03-13,10.3028,10.7563,10.3028,10.6605,1542751.1267381
2001-03-14,10.693,10.7563,10.2088,10.3591,2248647.1879752
2001-03-15,10.4549,10.9628,10.3916,10.9628,1111888.8900111
2001-03-16,10.8749,11.0569,10.787,10.9381,1096230.7110872
2001-03-19,10.9381,11.0884,10.8433,10.8433,1261414.8823661
2001-03-20,11.0261,11.2396,10.9381,11.1772,850231.49075518
2001-03-21,10.9628,11.2396,10.9381,11.0884,618404.17987434
2001-03-22,10.9936,10.9936,10.7563,10.8125,1158066.804554
2001-03-23,11.113,11.1772,11.0261,11.0884,780190.18833127
2001-03-26,11.208,11.2958,11.113,11.1772,950397.63177888
2001-03-27,11.0569,11.1447,10.9381,11.0569,690297.05996445
2001-03-28,11.0569,11.3292,11.0569,11.113,963049.13080476
2001-03-29,11.0569,11.1447,10.9628,11.0884,465877.19778015
2001-03-30,11.0884,11.1447,11.0261,11.0569,506128.24294038
2001-04-02,10.9936,11.0569,10.8125,10.8749,458145.4100333
2001-04-03,10.693,10.693,10.5102,10.5735,922177.85833779
2001-04-04,10.3283,10.4856,10.3283,10.3916,959686.24696726
2001-04-05,10.4549,10.4856,10.3916,10.4549,572115.8762512
2001-04-06,10.5419,10.787,10.5102,10.787,921182.08055173
2001-04-09,10.7238,10.8125,10.6605,10.8125,477914.15965806
2001-04-10,10.8125,11.1772,10.8125,11.0884,1017700.8297991
2001-04-11,11.1772,11.2958,11.113,11.2396,1028351.6689988
2001-04-12,11.1772,11.4777,11.0884,11.2958,929713.9046227
2001-04-17,10.9628,11.208,10.9628,11.1772,519253.16317654
2001-04-18,11.4153,11.8433,11.4153,11.8433,1091785.5590503
2001-04-19,12.2018,12.3266,11.9944,11.9944,1464890.4081222
2001-04-20,12.0261,12.3266,11.8995,11.9311,1347873.4308948
2001-04-23,11.8125,11.9944,11.78,11.8125,690993.53539881
2001-04-24,11.8749,11.8995,11.7493,11.7493,869046.56976883
2001-04-25,11.693,11.9311,11.693,11.9311,469615.63209697
2001-04-26,11.9311,12.1438,11.8995,12.0261,993690.63582156
2001-04-27,12.0261,12.2018,11.8995,11.9944,1374923.3076912
2001-04-30,11.9636,11.9636,11.1772,11.2396,1547373.8117289
2001-05-02,11.208,11.208,10.787,11.0261,1471272.490207
2001-05-04,10.8749,10.9628,10.8125,10.8749,836741.2623255
2001-05-07,10.9381,11.113,10.9381,11.0569,535606.67950305
2001-05-08,11.0569,11.0569,10.787,10.9066,973190.13177801
2001-05-09,10.8125,10.9066,10.7563,10.8749,792810.96049975
2001-05-10,10.8749,11.113,10.8749,11.0569,763743.35340081
2001-05-11,11.0569,11.1447,10.9936,11.113,753407.74899737
2001-05-14,10.9936,11.2958,10.9628,11.2958,426559.33865944
2001-05-15,11.208,11.2651,11.0261,11.1772,287560.14004286
2001-05-16,10.8749,11.0569,10.7563,10.8433,1931269.4779065
2001-05-17,10.9936,11.0261,10.8125,10.8125,1156554.3603509
2001-05-18,10.8749,10.9381,10.8125,10.9066,904356.28104668
2001-05-21,10.8433,11.1772,10.8433,11.113,1244560.6320671
2001-05-22,11.208,11.3583,11.208,11.2651,1290411.9314962
2001-05-23,11.3292,11.7493,11.2651,11.6306,2536591.9827514
2001-05-24,11.8995,12.0822,11.7493,11.8749,945187.72240221
2001-05-25,11.8433,11.8749,11.6605,11.7247,1052424.4547228
2001-05-28,11.5726,11.693,11.5726,11.5981,653337.20264112
2001-05-29,11.5427,11.5981,11.4777,11.5981,1675268.0964754
2001-05-30,11.5102,11.6605,11.5102,11.6306,545949.11209702
2001-05-31,11.5102,11.9636,11.5102,11.9636,1142169.6389614
2001-06-01,11.9311,12.0261,11.8433,11.9944,1055424.3064303
2001-06-04,11.8995,12.0261,11.78,11.78,453569.38434444
2001-06-05,11.7493,11.9944,11.7247,11.9636,816748.3204449
2001-06-06,11.9636,12.0507,11.8433,11.8433,1682216.9183744
2001-06-07,11.5726,11.78,11.4777,11.5102,1501828.6428421
2001-06-08,11.5102,11.5427,11.2396,11.2396,1327380.8930735
2001-06-11,11.113,11.2396,11.0569,11.113,1441222.7617031
2001-06-12,11.113,11.3583,11.113,11.2396,972623.39196377
2001-06-13,11.4153,11.4777,11.2396,11.2396,1247735.740665
2001-06-15,11.2396,11.2958,10.8125,10.8433,1318977.6665909
2001-06-18,10.8749,10.9936,10.8433,10.8749,989707.52467731
2001-06-19,10.9936,11.0884,10.8749,10.9066,696112.40223504
2001-06-20,10.8749,10.9381,10.8125,10.8125,362680.47819156
2001-06-21,10.9066,11.0884,10.8749,10.9381,544403.66497306
2001-06-22,10.9381,11.0569,10.7563,10.8749,612846.03278049
2001-06-25,10.9066,11.0884,10.8749,11.0569,606869.09000061
2001-06-26,11.0569,11.0569,10.5735,10.6359,583673.72676004
2001-06-27,10.6359,10.787,10.6359,10.693,317432.33559294
2001-06-28,10.5735,10.8749,10.5419,10.787,413693.88966353
2001-06-29,10.8125,10.9936,10.7238,10.7238,366422.32660363
2001-07-02,10.7238,10.9066,10.6605,10.787,717541.54019108
2001-07-03,10.8125,10.8749,10.7238,10.7563,442218.6556151
2001-07-04,10.7563,10.8433,10.6605,10.7238,943390.77026028
2001-07-05,10.693,10.7563,10.6042,10.693,660498.83647848
2001-07-06,10.6042,10.693,10.6042,10.6359,570021.89782108
2001-07-09,10.6042,10.6042,10.0577,10.2721,990262.88417399
2001-07-10,10.2721,10.2721,9.72554,9.84949,640332.91377104
2001-07-11,9.6061,9.78706,9.45407,9.72554,2164477.2213068
2001-07-12,9.84949,10.1517,9.84949,9.87583,1613257.88415
2001-07-13,9.96985,9.96985,9.70013,9.78706,902516.08369804
2001-07-16,9.78706,10.2088,9.78706,10.1517,1585792.6257628
2001-07-17,10.0577,10.0577,9.93734,9.93734,1148782.7414926
